iter	Logloss
132	0.5236058015
133	0.5233525862
134	0.5231522949
135	0.5227398211
136	0.52247521
137	0.5222223422
138	0.5218300587
139	0.5214380505
140	0.5210999349
141	0.5209167924
142	0.5207505964
143	0.5204883941
144	0.5202695113
145	0.5200212827
146	0.5197411207
147	0.5194863767
148	0.5193035696
149	0.5190998969
150	0.5187770732
151	0.5184595345
152	0.5181066971
153	0.5178384025
154	0.5175816828
155	0.5172021858
156	0.5168675236
157	0.5167171445
158	0.516465122
159	0.5162437331
160	0.5159922392
161	0.5157781822
162	0.5153426219
163	0.5153098538
164	0.5151074114
165	0.5149426064
166	0.5145626842
167	0.514344258
168	0.5142048098
169	0.514016552
170	0.5136559054
171	0.5132724645
172	0.5129200794
173	0.5125921223
174	0.5123343409
175	0.5122661788
176	0.5120500077
177	0.5117026354
178	0.511444049
179	0.5110779367
180	0.5107903222
181	0.5105924041
182	0.5104447552
183	0.5102189922
184	0.5100455254
185	0.5097860499
186	0.5095411608
187	0.5093417316
188	0.5091481325
189	0.508962273
190	0.5088198857
191	0.5085511473
192	0.5082552641
193	0.508042103
194	0.5078338936
195	0.5077941613
196	0.5077258118
197	0.5075089752
198	0.5073706087
199	0.5070943843
200	0.5068446461
201	0.5067134038
202	0.5063931156
203	0.5061163443
204	0.5059143296
205	0.5056323503
206	0.5052611091
207	0.5050199067
208	0.5047148074
209	0.5044502344
210	0.5042427191
211	0.5040024421
212	0.5039335944
213	0.5038138584
214	0.5036953646
215	0.5035190819
216	0.5033657029
217	0.5031522828
218	0.5029515052
219	0.5028128676
220	0.5026658257
221	0.5024896327
222	0.5023122804
223	0.5021360007
224	0.501889774
225	0.5016140403
226	0.5013833135
227	0.501189126
228	0.5010058569
229	0.5007320045
230	0.5005494081
231	0.5003359189
232	0.5000287332
233	0.4999159638
234	0.4998261643
235	0.4995937342
236	0.4993862559
237	0.4993401302
238	0.4991557655
239	0.4989201898
240	0.4986124062
241	0.4983965827
242	0.4980681733
243	0.4978841444
244	0.4977837637
245	0.4977068587
246	0.4976237532
247	0.4974093693
248	0.4972740392
249	0.4970829331
250	0.4968394636
251	0.4966712552
252	0.4965496358
253	0.4963127995
254	0.4962074794
255	0.4960195423
256	0.4957626686
257	0.4954390351
258	0.4952504119
259	0.4949795601
260	0.4948259023
261	0.494573127
262	0.4943544688
263	0.4941680283
264	0.4939579241
265	0.4937573627
266	0.4935744498
267	0.493309611
268	0.4931609515
269	0.4929145223
270	0.492737752
271	0.4925484976
272	0.4923869319
273	0.4922722774
274	0.491896461
275	0.4917385489
276	0.4915212086
277	0.4914161726
278	0.4911647822
279	0.4909781358
280	0.4908027519
281	0.4906570386
282	0.4904568224
283	0.4903771711
284	0.490104934
285	0.4899469247
286	0.4896414134
287	0.4895111725
288	0.4892870992
289	0.4891502319
290	0.4889567728
291	0.4887162706
292	0.4886546055
293	0.4884385446
294	0.4882359633
295	0.4881360228
296	0.4880381845
297	0.4878503915
298	0.4877347171
299	0.4876603635
300	0.4873755258
301	0.4869553065
302	0.4868602832
303	0.4865931263
304	0.4864561638
305	0.486208542
306	0.4860114102
307	0.4858735829
308	0.4856994637
309	0.4855081201
310	0.485179162
311	0.4850576801
312	0.4847160623
313	0.4845787244
314	0.484432887
315	0.484261645
316	0.4840154277
317	0.4839437421
318	0.4837295612
319	0.4835947545
320	0.4832736057
321	0.4831311132
322	0.4830205604
323	0.4828717939
324	0.4827056
325	0.4823899855
326	0.4822811893
327	0.4820512639
328	0.4818848197
329	0.4816024405
330	0.4813733939
331	0.4813051272
332	0.4809983136
333	0.480912756
334	0.4808336644
335	0.4807588238
336	0.4805493077
337	0.4804237194
338	0.4802146923
339	0.4799941234
340	0.4798508268
341	0.4797137585
342	0.4793839974
343	0.4792340053
344	0.4790138214
345	0.4788421419
346	0.4785278368
347	0.4783200984
348	0.4780154783
349	0.4778260723
350	0.4775562823
351	0.477392181
352	0.477143565
353	0.4768979114
354	0.4767265206
355	0.4765857462
356	0.4764000359
357	0.4762778723
358	0.4761695336
359	0.4760320916
360	0.4758428172
361	0.4756441485
362	0.4753828655
363	0.4751400602
364	0.4748634694
365	0.4746110264
366	0.4744525056
367	0.4743081786
368	0.4740760899
369	0.4739374875
370	0.4737345216
371	0.4735375135
372	0.4733968372
373	0.4731755511
374	0.4730086187
375	0.4728216966
376	0.4726720968
377	0.4725135174
378	0.4724098289
379	0.4722204776
380	0.4719414369
381	0.4716889566
382	0.4714933834
383	0.4712443678
384	0.4709776056
385	0.470623721
386	0.470404752
387	0.4702232934
388	0.4699579548
389	0.4696084919
390	0.4693683043
391	0.4690500307
392	0.4688052842
393	0.4686026432
394	0.4684060246
395	0.4681398159
396	0.4679267321
397	0.4676751982
398	0.4674064159
399	0.4672315314
400	0.4670779629
401	0.4667681834
402	0.4664497591
403	0.4662694826
404	0.4659910346
405	0.4658395317
406	0.4656487793
407	0.4653704681
408	0.4651462064
409	0.4649402149
410	0.4647121533
411	0.4645456372
412	0.4642983346
413	0.4641059939
414	0.4638789847
415	0.4636032077
416	0.4633194135
417	0.4631097943
418	0.4629196719
419	0.4627311936
420	0.4622464454
421	0.4620458302
422	0.4618152616
423	0.4615037112
424	0.4614317179
425	0.4611373844
426	0.4608188235
427	0.4605735054
428	0.4602796385
429	0.4601007909
430	0.4597785313
431	0.4595867666
432	0.4593401967
433	0.4591840252
434	0.4587805801
435	0.4585242556
436	0.4582257976
437	0.4580414822
438	0.4578029067
439	0.4575438337
440	0.4572200301
441	0.4568683049
442	0.4567229169
443	0.4564487647
444	0.4562950187
445	0.4560502882
446	0.4559036549
447	0.4557330258
448	0.4554869254
449	0.4552312957
450	0.4549150347
451	0.4546380007
452	0.4544160627
453	0.4542009277
454	0.4539959841
455	0.4538904618
456	0.4537183896
457	0.4535056975
458	0.4531820838
459	0.4529881841
460	0.4526685868
461	0.4523792437
462	0.4522119673
463	0.4519836114
464	0.4516403004
465	0.4514336166
466	0.4512670209
467	0.4510042488
468	0.4508255143
469	0.4506206942
470	0.4502092146
471	0.4499635806
472	0.4497657447
473	0.4495218807
474	0.4493109051
475	0.4490472386
476	0.448851308
477	0.4486183984
478	0.4484557914
479	0.4482049381
480	0.4479446321
481	0.4477899232
482	0.4474466708
483	0.44722869
484	0.4470513169
485	0.4467922853
486	0.4465558129
487	0.4462994107
488	0.4461359339
489	0.4459600283
490	0.4457393729
491	0.4455858184
492	0.4454609604
493	0.4451851136
494	0.4450257329
495	0.4448430951
496	0.4446180407
497	0.4443254841
498	0.444082183
499	0.4438730166
500	0.4437002139
501	0.4434631862
502	0.4433068953
503	0.4431738966
504	0.4430357388
505	0.442916936
506	0.4426090201
507	0.4423437188
508	0.4421862221
509	0.4420134143
510	0.4417905796
511	0.4416578671
512	0.4414826482
513	0.4412939203
514	0.4410272219
515	0.4408870208
516	0.4406718569
517	0.4404911899
518	0.4402024656
519	0.4399206048
520	0.4397403806
521	0.4394865619
522	0.4392936299
523	0.4390939758
524	0.4388905994
525	0.4387381672
526	0.4386193634
527	0.4384959948
528	0.4382893684
529	0.438170235
530	0.4379526553
531	0.4377321897
532	0.4375879375
533	0.4373200098
534	0.4369911197
535	0.4368059564
536	0.4364986411
537	0.4362700827
538	0.4360926614
539	0.4358417484
540	0.4357246807
541	0.4354833239
542	0.4353148618
543	0.435140184
544	0.4349574151
545	0.4347372957
546	0.434517491
547	0.4343443428
548	0.4340968623
549	0.4337869792
550	0.4335645835
551	0.4334363515
552	0.4332238913
553	0.4329996545
554	0.4328075363
555	0.4326438476
556	0.4324764445
557	0.4322517512
558	0.4320319465
559	0.4318423602
560	0.4316756063
561	0.4314223166
562	0.4312792361
563	0.4311254321
564	0.4309252853
565	0.4307718144
566	0.4305981911
567	0.4304674553
568	0.4302809229
569	0.4301061505
570	0.4300474373
571	0.4299142809
572	0.4296538839
573	0.4294515418
574	0.4293442373
575	0.4291316517
576	0.4289197868
577	0.4286886056
578	0.428469479
579	0.4283498247
580	0.4281720877
581	0.4280050422
582	0.4278955578
583	0.4276412625
584	0.4274345863
585	0.4272206096
586	0.4270520577
587	0.4268016836
588	0.4267329177
589	0.4265379852
590	0.4263112349
591	0.426136823
592	0.4260446791
593	0.4257688306
594	0.4255951291
595	0.4253867348
596	0.4252278969
597	0.425046882
598	0.4248870703
599	0.4247020379
600	0.424473429
601	0.4242735186
602	0.4241360068
603	0.4239050399
604	0.4237245819
605	0.4235962791
606	0.4235204582
607	0.4234126197
608	0.4233359467
609	0.4231723275
610	0.4229944816
611	0.422805923
612	0.4226180868
613	0.422535286
614	0.4223575251
615	0.4223236433
616	0.42207288
617	0.4219304157
618	0.4218482271
619	0.4217318925
620	0.4215796105
621	0.4214104412
622	0.4212756663
623	0.4211468439
624	0.4210159602
625	0.4208528823
626	0.4207451327
627	0.4206147991
628	0.420441868
629	0.4202582505
630	0.4201218233
631	0.4199738347
632	0.4198104343
633	0.4195311681
634	0.4193632955
635	0.4191242678
636	0.4187918684
637	0.4186569856
638	0.418572219
639	0.4183828692
640	0.418246664
641	0.4179827636
642	0.4178937046
643	0.4177458938
644	0.4176661404
645	0.4174791972
646	0.4173200425
647	0.4171086314
648	0.416981391
649	0.4168851349
650	0.4166624534
651	0.4164664903
652	0.4163518497
653	0.4161699677
654	0.4160754286
655	0.4159105262
656	0.4158512112
657	0.4156086178
658	0.4154721131
659	0.4152468324
660	0.4151855465
661	0.4150652306
662	0.4149015411
663	0.4147964051
664	0.4147124352
665	0.4146066657
666	0.4144308703
667	0.414241338
668	0.4140448646
669	0.4139371812
670	0.4137969782
671	0.4136286171
672	0.4134998787
673	0.4133303226
674	0.4132496313
675	0.4130869039
676	0.4129930315
677	0.4128172249
678	0.4126369559
679	0.4124418038
680	0.4123174006
681	0.412135844
682	0.4120013074
683	0.4118784496
684	0.4116210884
685	0.4115344493
686	0.4113754791
687	0.4111834163
688	0.4111213205
689	0.4110436371
690	0.4109059052
691	0.4106845442
692	0.4105386153
693	0.4104214878
694	0.4103400263
695	0.4101674023
696	0.4099796814
697	0.4098286003
698	0.4096660697
699	0.4094659136
700	0.4093062161
701	0.4092138084
702	0.4090541027
703	0.4088372784
704	0.4087536353
705	0.4085756355
706	0.4084089082
707	0.4082276518
708	0.4080047842
709	0.4079252468
710	0.4076944633
711	0.4075501195
712	0.4074692144
713	0.4073020977
714	0.4071348487
715	0.4069801692
716	0.406781699
717	0.4066342282
718	0.4063896482
719	0.4062805229
720	0.4060875375
721	0.4058758065
722	0.4057792488
723	0.4056385543
724	0.4055315373
725	0.4053808105
726	0.4051744334
727	0.405057824
728	0.4048629816
729	0.4046026476
730	0.4045094048
731	0.4043446964
732	0.4042102115
733	0.4040155696
734	0.4039616948
735	0.4037103567
736	0.4035586538
737	0.4034815198
738	0.4033152231
739	0.4031523402
740	0.4029209358
741	0.4028228314
742	0.4027415373
743	0.4025672173
744	0.4023795534
745	0.4021148858
746	0.4020022051
747	0.4018451789
748	0.4017008218
749	0.4015781092
750	0.4014327147
751	0.4012885973
752	0.4011062697
753	0.4009762223
754	0.4008440732
755	0.4006470749
756	0.4005045924
757	0.4003374167
758	0.4002024122
759	0.4000662703
760	0.3999302056
761	0.3997210315
762	0.3995903066
763	0.3994303468
764	0.3993151377
765	0.3991496763
766	0.3990196093
767	0.3989107781
768	0.3987629033
769	0.3986262123
770	0.3984700819
771	0.3983136436
772	0.398271753
773	0.3981751976
774	0.3979709075
775	0.3977573992
776	0.3976459124
777	0.3974863628
778	0.3973847111
779	0.3971498798
780	0.3969735231
781	0.3967805933
782	0.3967503851
783	0.396511384
784	0.3963833762
785	0.3963027284
786	0.396158375
787	0.3959133365
788	0.3958563845
789	0.3955911169
790	0.3955630448
791	0.3955024808
792	0.3954017301
793	0.3952198602
794	0.3951171275
795	0.394960065
796	0.3947864425
797	0.3946146037
798	0.394446674
799	0.3941714995
800	0.3939918011
801	0.3938934508
802	0.3938147156
803	0.3936540758
804	0.3934395244
805	0.3932882697
806	0.393152054
807	0.393012539
808	0.392850646
809	0.3926034215
810	0.3925117977
811	0.3924001219
812	0.3922679014
813	0.3921712774
814	0.3920310757
815	0.3918885346
816	0.3916905752
817	0.3915451223
818	0.391391732
819	0.3911841069
820	0.391040832
821	0.3908943748
822	0.3907100451
823	0.3905661526
824	0.3904748611
825	0.3903145249
826	0.3901374324
827	0.3899869729
828	0.3898860629
829	0.3897384998
830	0.3896463673
831	0.3894923666
832	0.3893654113
833	0.3891833617
834	0.3889119616
835	0.3887373189
836	0.3885733958
837	0.3884187656
838	0.3883387938
839	0.3882295074
840	0.3880994011
841	0.3878313953
842	0.3876995117
843	0.3875809536
844	0.3873805073
845	0.3872239571
846	0.3870458848
847	0.3868359638
848	0.386668469
849	0.3864560367
850	0.3863227174
851	0.3861718132
852	0.3860313815
853	0.3858487405
854	0.3857349325
855	0.3855835287
856	0.3854963884
857	0.3853174383
858	0.3852352636
859	0.3850730297
860	0.3849118058
861	0.3848583182
862	0.3846977485
863	0.384649715
864	0.3844687482
865	0.3843435894
866	0.3841413518
867	0.3840479949
868	0.3838950483
869	0.3837486053
870	0.383627726
871	0.3834653058
872	0.3832887154
873	0.3831988436
874	0.383016347
875	0.3829032846
876	0.3826807661
877	0.3826395973
878	0.3825108566
879	0.3823396895
880	0.382275639
881	0.3821636618
882	0.3818792308
883	0.3817591287
884	0.3816529147
885	0.3815241129
886	0.3813457323
887	0.3811720545
888	0.3811218044
889	0.3809530603
890	0.3806493454
891	0.3805004306
892	0.380403626
893	0.3803504178
894	0.380207578
895	0.380091226
896	0.3799103258
897	0.3798756698
898	0.3797290725
899	0.3796498275
900	0.3796244172
901	0.379451984
902	0.3793424058
903	0.3791079059
904	0.3789706039
905	0.3788507139
906	0.3786381344
907	0.3785221252
908	0.3783965919
909	0.3782707834
910	0.378124027
911	0.3779664142
912	0.3778638819
913	0.3777803911
914	0.3774703204
915	0.3773983695
916	0.3773028415
917	0.3771905387
918	0.3769447273
919	0.3768530588
920	0.3766398453
921	0.3764961253
922	0.3763353638
923	0.3762283057
924	0.3761241841
925	0.376006495
926	0.3758329968
927	0.3757515583
928	0.3756695427
929	0.3756293601
930	0.3755486409
931	0.3754147863
932	0.3752893472
933	0.3751975451
934	0.3750700054
935	0.3749768953
936	0.3748405856
937	0.3747388209
938	0.3745653493
939	0.3744317551
940	0.3743907338
941	0.3742242049
942	0.3741144127
943	0.3740469368
944	0.3738914744
945	0.3738249596
946	0.373738761
947	0.3736731986
948	0.3735064829
949	0.3734192586
950	0.373300827
951	0.3731782072
952	0.3730216435
953	0.3728251939
954	0.3727443871
955	0.3725113977
956	0.3724241409
957	0.3723412927
958	0.3722486043
959	0.3720980218
960	0.3719876145
961	0.3719242484
962	0.3717523491
963	0.3716415662
964	0.3715248783
965	0.371502568
966	0.3713323666
967	0.3712682441
968	0.3711471694
969	0.3710358947
970	0.3709195684
971	0.3707991276
972	0.3707195525
973	0.3705637157
974	0.3704399212
975	0.3702722902
976	0.3701224095
977	0.3700051332
978	0.3698471189
979	0.3697393068
980	0.3696164001
981	0.3694563539
982	0.3693223402
983	0.3691924258
984	0.3689802026
985	0.3688399321
986	0.3686767462
987	0.3685782124
988	0.3683627895
989	0.3682566811
990	0.3681315035
991	0.3680180718
992	0.3678442119
993	0.3677540091
994	0.3675955431
995	0.3675192389
996	0.3674554361
997	0.3672907962
998	0.3672438293
999	0.3670809168
